Entity,Code,Year,"Peas, dry | 00000187 || Production | 005510 || tonnes"
Dominican Republic,DOM,2010,408
Dominican Republic,DOM,2011,421.63
Dominican Republic,DOM,2012,450
Dominican Republic,DOM,2013,450
Dominican Republic,DOM,2014,451.19
Dominican Republic,DOM,2015,436.63
Dominican Republic,DOM,2016,429.98
Dominican Republic,DOM,2017,425.31
Dominican Republic,DOM,2018,438.46
Dominican Republic,DOM,2019,439.14
Dominican Republic,DOM,2020,440.82
Dominican Republic,DOM,2021,442.5
Eastern Africa (FAO),,1961,180306
Eastern Africa (FAO),,1962,188000
Eastern Africa (FAO),,1963,195868
Eastern Africa (FAO),,1964,188827
Eastern Africa (FAO),,1965,202917
Eastern Africa (FAO),,1966,227294
Eastern Africa (FAO),,1967,221126
Eastern Africa (FAO),,1968,218176
Eastern Africa (FAO),,1969,219477
Eastern Africa (FAO),,1970,233675
Eastern Africa (FAO),,1971,245246
Eastern Africa (FAO),,1972,235198
Eastern Africa (FAO),,1973,175186
Eastern Africa (FAO),,1974,169692
Eastern Africa (FAO),,1975,152902
Eastern Africa (FAO),,1976,158014
Eastern Africa (FAO),,1977,211024
Eastern Africa (FAO),,1978,182540
Eastern Africa (FAO),,1979,209785
Eastern Africa (FAO),,1980,313175
Eastern Africa (FAO),,1981,229088
Eastern Africa (FAO),,1982,246254
Eastern Africa (FAO),,1983,213807
Eastern Africa (FAO),,1984,181928
Eastern Africa (FAO),,1985,175045
Eastern Africa (FAO),,1986,147407
Eastern Africa (FAO),,1987,173636
Eastern Africa (FAO),,1988,155268
Eastern Africa (FAO),,1989,171351
Eastern Africa (FAO),,1990,177702
Eastern Africa (FAO),,1991,264519.88
Eastern Africa (FAO),,1992,187215
Eastern Africa (FAO),,1993,180363
Eastern Africa (FAO),,1994,150600
Eastern Africa (FAO),,1995,237425
Eastern Africa (FAO),,1996,231568
Eastern Africa (FAO),,1997,249272
Eastern Africa (FAO),,1998,201347.95
Eastern Africa (FAO),,1999,202515.92
Eastern Africa (FAO),,2000,226680.08
Eastern Africa (FAO),,2001,255068.03
Eastern Africa (FAO),,2002,315225.88
Eastern Africa (FAO),,2003,285774
Eastern Africa (FAO),,2004,354483.06
Eastern Africa (FAO),,2005,329930
Eastern Africa (FAO),,2006,319642
Eastern Africa (FAO),,2007,389552
Eastern Africa (FAO),,2008,434284
Eastern Africa (FAO),,2009,430639
Eastern Africa (FAO),,2010,476053.25
Eastern Africa (FAO),,2011,494081
Eastern Africa (FAO),,2012,569186.4
Eastern Africa (FAO),,2013,651960.5
Eastern Africa (FAO),,2014,558217.4
Eastern Africa (FAO),,2015,513463.5
Eastern Africa (FAO),,2016,515533.72
Eastern Africa (FAO),,2017,506643.06
Eastern Africa (FAO),,2018,486463
Eastern Africa (FAO),,2019,520886.16
Eastern Africa (FAO),,2020,517067.75
Eastern Africa (FAO),,2021,523770.47
Eastern Asia (FAO),,1961,2991465
Eastern Asia (FAO),,1962,3912271
Eastern Asia (FAO),,1963,3108692
Eastern Asia (FAO),,1964,3358483
Eastern Asia (FAO),,1965,3359543
Eastern Asia (FAO),,1966,2407737
Eastern Asia (FAO),,1967,2408663
Eastern Asia (FAO),,1968,2108209
Eastern Asia (FAO),,1969,2006569
Eastern Asia (FAO),,1970,2306399
Eastern Asia (FAO),,1971,2205505
Eastern Asia (FAO),,1972,2006276
Eastern Asia (FAO),,1973,2105142
Eastern Asia (FAO),,1974,2105398
Eastern Asia (FAO),,1975,2106041
Eastern Asia (FAO),,1976,2205703
Eastern Asia (FAO),,1977,2006524
Eastern Asia (FAO),,1978,2205755
Eastern Asia (FAO),,1979,2305200
Eastern Asia (FAO),,1980,2304700
Eastern Asia (FAO),,1981,2204130
Eastern Asia (FAO),,1982,2005040
Eastern Asia (FAO),,1983,1979430
Eastern Asia (FAO),,1984,2079140
Eastern Asia (FAO),,1985,1673970
Eastern Asia (FAO),,1986,1668440
Eastern Asia (FAO),,1987,1656196
Eastern Asia (FAO),,1988,1728739
Eastern Asia (FAO),,1989,1344268
Eastern Asia (FAO),,1990,1693843
Eastern Asia (FAO),,1991,760681
Eastern Asia (FAO),,1992,552320
Eastern Asia (FAO),,1993,1002260
Eastern Asia (FAO),,1994,1276800
Eastern Asia (FAO),,1995,1025910
Eastern Asia (FAO),,1996,1176770
Eastern Asia (FAO),,1997,1000800
Eastern Asia (FAO),,1998,1207939.6
Eastern Asia (FAO),,1999,1041005.94
Eastern Asia (FAO),,2000,1020605.8
Eastern Asia (FAO),,2001,1121005.8
Eastern Asia (FAO),,2002,1501005.8
Eastern Asia (FAO),,2003,1401005.6
Eastern Asia (FAO),,2004,1061005.6
Eastern Asia (FAO),,2005,1156005.5
Eastern Asia (FAO),,2006,1014005.5
Eastern Asia (FAO),,2007,1081105.5
Eastern Asia (FAO),,2008,1101205.5
Eastern Asia (FAO),,2009,961155.44
Eastern Asia (FAO),,2010,911597.3
Eastern Asia (FAO),,2011,1375120.2
Eastern Asia (FAO),,2012,1279154.9
Eastern Asia (FAO),,2013,1267170
Eastern Asia (FAO),,2014,1351135.5
Eastern Asia (FAO),,2015,1268117.2
Eastern Asia (FAO),,2016,1376041
Eastern Asia (FAO),,2017,1524071.2
Eastern Asia (FAO),,2018,1526620.8
Eastern Asia (FAO),,2019,1452979
Eastern Asia (FAO),,2020,1450214.6
Eastern Asia (FAO),,2021,1468303.6
Eastern Europe (FAO),,1961,2281222
Eastern Europe (FAO),,1962,5196545
Eastern Europe (FAO),,1963,6322948
Eastern Europe (FAO),,1964,8054425
Eastern Europe (FAO),,1965,4723415
Eastern Europe (FAO),,1966,4866683
Eastern Europe (FAO),,1967,4318960
Eastern Europe (FAO),,1968,4681922
Eastern Europe (FAO),,1969,5183146
Eastern Europe (FAO),,1970,4896827
Eastern Europe (FAO),,1971,4765526
Eastern Europe (FAO),,1972,4849487
Eastern Europe (FAO),,1973,5804418
Eastern Europe (FAO),,1974,6264358
Eastern Europe (FAO),,1975,3938606
Eastern Europe (FAO),,1976,6562424
Eastern Europe (FAO),,1977,5378833
Eastern Europe (FAO),,1978,6274570
Eastern Europe (FAO),,1979,3385356
Eastern Europe (FAO),,1980,5324549
Eastern Europe (FAO),,1981,3754889
Eastern Europe (FAO),,1982,5634063
Eastern Europe (FAO),,1983,6767377
Eastern Europe (FAO),,1984,6921555
Eastern Europe (FAO),,1985,7351788
Eastern Europe (FAO),,1986,6110740
Eastern Europe (FAO),,1987,8088892
Eastern Europe (FAO),,1988,7551320
Eastern Europe (FAO),,1989,8146191
Eastern Europe (FAO),,1990,8337131
Eastern Europe (FAO),,1991,4911618
Eastern Europe (FAO),,1992,6292508
Eastern Europe (FAO),,1993,6055733
Eastern Europe (FAO),,1994,5434485
Eastern Europe (FAO),,1995,3230103
Eastern Europe (FAO),,1996,2915153
Eastern Europe (FAO),,1997,2759467
Eastern Europe (FAO),,1998,1949612
Eastern Europe (FAO),,1999,1606024
Eastern Europe (FAO),,2000,1656992
Eastern Europe (FAO),,2001,2268855
Eastern Europe (FAO),,2002,2193680
Eastern Europe (FAO),,2003,1681207
Eastern Europe (FAO),,2004,2277017
Eastern Europe (FAO),,2005,2056043
Eastern Europe (FAO),,2006,2092694
Eastern Europe (FAO),,2007,1346827
Eastern Europe (FAO),,2008,1933215
Eastern Europe (FAO),,2009,2059631
Eastern Europe (FAO),,2010,1908529
Eastern Europe (FAO),,2011,2649614
Eastern Europe (FAO),,2012,2253742
Eastern Europe (FAO),,2013,1857280
Eastern Europe (FAO),,2014,2135113.2
Eastern Europe (FAO),,2015,2487040.5
Eastern Europe (FAO),,2016,3379645
Eastern Europe (FAO),,2017,5139834.5
Eastern Europe (FAO),,2018,3540072
Eastern Europe (FAO),,2019,3460982.5
Eastern Europe (FAO),,2020,3634797.5
Eastern Europe (FAO),,2021,4219770
Ecuador,ECU,1961,20942
Ecuador,ECU,1962,7679
Ecuador,ECU,1963,3945
Ecuador,ECU,1964,17788
Ecuador,ECU,1965,18453
Ecuador,ECU,1966,18202
Ecuador,ECU,1967,17813
Ecuador,ECU,1968,22252
Ecuador,ECU,1969,11103
Ecuador,ECU,1970,13000
Ecuador,ECU,1971,11400
Ecuador,ECU,1972,9838
Ecuador,ECU,1973,8961
Ecuador,ECU,1974,9384
Ecuador,ECU,1975,9751
Ecuador,ECU,1976,9258
Ecuador,ECU,1977,4950
Ecuador,ECU,1978,4477
Ecuador,ECU,1979,6607
Ecuador,ECU,1980,7452
Ecuador,ECU,1981,7440
Ecuador,ECU,1982,7261
Ecuador,ECU,1983,5277
Ecuador,ECU,1984,4708
Ecuador,ECU,1985,3101
Ecuador,ECU,1986,3999
Ecuador,ECU,1987,5035
Ecuador,ECU,1988,3360
Ecuador,ECU,1989,3134
Ecuador,ECU,1990,3975
Ecuador,ECU,1991,3491
Ecuador,ECU,1992,2968
Ecuador,ECU,1993,2428
Ecuador,ECU,1994,3925
Ecuador,ECU,1995,3021
Ecuador,ECU,1996,9332
Ecuador,ECU,1997,6617
Ecuador,ECU,1998,7603
Ecuador,ECU,1999,2963
Ecuador,ECU,2000,1811
Ecuador,ECU,2001,1851
Ecuador,ECU,2002,1025
Ecuador,ECU,2003,1641
Ecuador,ECU,2004,1570
Ecuador,ECU,2005,1548
Ecuador,ECU,2006,1731
Ecuador,ECU,2007,1310
Ecuador,ECU,2008,1170
Ecuador,ECU,2009,944
Ecuador,ECU,2010,1289
Ecuador,ECU,2011,639
Ecuador,ECU,2012,508.66
Ecuador,ECU,2013,549
Ecuador,ECU,2014,889.53
Ecuador,ECU,2015,580.17
Ecuador,ECU,2016,1036.01
Ecuador,ECU,2017,702
Ecuador,ECU,2018,592
Ecuador,ECU,2019,415.64
Ecuador,ECU,2020,880.97
Ecuador,ECU,2021,423.57
Egypt,EGY,1961,910
Egypt,EGY,1962,1312
Egypt,EGY,1963,611
Egypt,EGY,1964,1307
Egypt,EGY,1965,1325
Egypt,EGY,1966,1849
Egypt,EGY,1967,1000
Egypt,EGY,1968,2000
Egypt,EGY,1969,3000
Egypt,EGY,1970,3000
Egypt,EGY,1971,7000
Egypt,EGY,1972,3000
Egypt,EGY,1973,4000
Egypt,EGY,1974,4000
Egypt,EGY,1975,4200
Egypt,EGY,1976,5908
Egypt,EGY,1977,5086
Egypt,EGY,1978,4928
Egypt,EGY,1979,5377
Egypt,EGY,1980,5625
Egypt,EGY,1981,4618
Egypt,EGY,1982,3975
Egypt,EGY,1983,4000
Egypt,EGY,1984,6000
Egypt,EGY,1985,3000
Egypt,EGY,1986,6000
Egypt,EGY,1987,6000
Egypt,EGY,1988,7330
Egypt,EGY,1989,6999
Egypt,EGY,1990,2876
Egypt,EGY,1991,1131
Egypt,EGY,1992,3143
Egypt,EGY,1993,2000
Egypt,EGY,1994,1850
Egypt,EGY,1995,1723
Egypt,EGY,1996,2600
Egypt,EGY,1997,788
Egypt,EGY,1998,346
Egypt,EGY,1999,653
Egypt,EGY,2000,150
Egypt,EGY,2001,450.22
Egypt,EGY,2002,52
Egypt,EGY,2003,60
Egypt,EGY,2004,302.07
Egypt,EGY,2005,70
Egypt,EGY,2006,63.01
Egypt,EGY,2007,20
Egypt,EGY,2008,20
Egypt,EGY,2009,20
Egypt,EGY,2010,9
Egypt,EGY,2011,608
Egypt,EGY,2012,124
Egypt,EGY,2013,19
Egypt,EGY,2014,14
Egypt,EGY,2015,435
Egypt,EGY,2016,450
Egypt,EGY,2017,467
Egypt,EGY,2018,420
Egypt,EGY,2019,360
Egypt,EGY,2020,420
Egypt,EGY,2021,229.29
Eritrea,ERI,1993,520
Eritrea,ERI,1994,970
Eritrea,ERI,1995,3450
Eritrea,ERI,1996,3310
Eritrea,ERI,1997,1210
Eritrea,ERI,1998,2180
Eritrea,ERI,1999,1800
Eritrea,ERI,2000,1670
Eritrea,ERI,2001,1130
Eritrea,ERI,2002,2797
Eritrea,ERI,2003,1411
Eritrea,ERI,2004,91
Eritrea,ERI,2005,75
Eritrea,ERI,2006,689
Eritrea,ERI,2007,781
Eritrea,ERI,2008,14
Eritrea,ERI,2009,1992
Eritrea,ERI,2010,1482.24
Eritrea,ERI,2011,755.73
Eritrea,ERI,2012,762.21
Eritrea,ERI,2013,708.4
Eritrea,ERI,2014,656.44
Eritrea,ERI,2015,653.99
Eritrea,ERI,2016,672.94
Eritrea,ERI,2017,661.12
Eritrea,ERI,2018,662.69
Eritrea,ERI,2019,665.58
Eritrea,ERI,2020,663.13
Eritrea,ERI,2021,663.8
Estonia,EST,1992,309
Estonia,EST,1993,298
Estonia,EST,1994,1100
Estonia,EST,1995,5944
Estonia,EST,1996,12756
Estonia,EST,1997,11392
Estonia,EST,1998,6782
Estonia,EST,1999,2230
Estonia,EST,2000,5319
Estonia,EST,2001,5006
Estonia,EST,2002,4828
Estonia,EST,2003,4774
Estonia,EST,2004,3227
Estonia,EST,2005,5655
Estonia,EST,2006,5499
Estonia,EST,2007,9385
Estonia,EST,2008,3191
Estonia,EST,2009,7470
Estonia,EST,2010,12076
Estonia,EST,2011,15402
Estonia,EST,2012,12898
Estonia,EST,2013,30805
Estonia,EST,2014,34183
Estonia,EST,2015,58500
Estonia,EST,2016,72241
Estonia,EST,2017,49861
Estonia,EST,2018,53650
Estonia,EST,2019,82000
Estonia,EST,2020,81240
Estonia,EST,2021,59160
Ethiopia,ETH,1993,103743
Ethiopia,ETH,1994,85837
Ethiopia,ETH,1995,148456
Ethiopia,ETH,1996,132963
Ethiopia,ETH,1997,142484
Ethiopia,ETH,1998,97347
Ethiopia,ETH,1999,103108
Ethiopia,ETH,2000,117595
Ethiopia,ETH,2001,146581
Ethiopia,ETH,2002,199854
Ethiopia,ETH,2003,170365
Ethiopia,ETH,2004,229954
Ethiopia,ETH,2005,197021
Ethiopia,ETH,2006,182268
Ethiopia,ETH,2007,239118
Ethiopia,ETH,2008,274543
Ethiopia,ETH,2009,251349
Ethiopia,ETH,2010,261038
Ethiopia,ETH,2011,270675
Ethiopia,ETH,2012,341255
Ethiopia,ETH,2013,393609
Ethiopia,ETH,2014,351059
Ethiopia,ETH,2015,343757
Ethiopia,ETH,2016,364918
Ethiopia,ETH,2017,380002
Ethiopia,ETH,2018,366953
Ethiopia,ETH,2019,390563.56
Ethiopia,ETH,2020,376236.88
Ethiopia,ETH,2021,383595.12
Ethiopia (former),OWID_ERE,1961,110000
Ethiopia (former),OWID_ERE,1962,111500
Ethiopia (former),OWID_ERE,1963,113000
Ethiopia (former),OWID_ERE,1964,113800
Ethiopia (former),OWID_ERE,1965,114900
Ethiopia (former),OWID_ERE,1966,117800
Ethiopia (former),OWID_ERE,1967,119600
Ethiopia (former),OWID_ERE,1968,121600
Ethiopia (former),OWID_ERE,1969,123900
Ethiopia (former),OWID_ERE,1970,126400
Ethiopia (former),OWID_ERE,1971,129400
Ethiopia (former),OWID_ERE,1972,132400
Ethiopia (former),OWID_ERE,1973,73500
Ethiopia (former),OWID_ERE,1974,74200
Ethiopia (former),OWID_ERE,1975,44730
Ethiopia (former),OWID_ERE,1976,46090
Ethiopia (former),OWID_ERE,1977,102090
Ethiopia (former),OWID_ERE,1978,85940
Ethiopia (former),OWID_ERE,1979,129010
Ethiopia (former),OWID_ERE,1980,237815
Ethiopia (former),OWID_ERE,1981,147682
Ethiopia (former),OWID_ERE,1982,163076
Ethiopia (former),OWID_ERE,1983,133007
Ethiopia (former),OWID_ERE,1984,111228
Ethiopia (former),OWID_ERE,1985,84345
Ethiopia (former),OWID_ERE,1986,69259
Ethiopia (former),OWID_ERE,1987,84280
Ethiopia (former),OWID_ERE,1988,73268
Ethiopia (former),OWID_ERE,1989,78406
Ethiopia (former),OWID_ERE,1990,96554
Ethiopia (former),OWID_ERE,1991,176864
Ethiopia (former),OWID_ERE,1992,106415
Europe,,1961,2574860
Europe,,1962,5484658
Europe,,1963,6595806
Europe,,1964,8327768
Europe,,1965,4971788
Europe,,1966,5084244
Europe,,1967,4583380
Europe,,1968,4899799
Europe,,1969,5407755
Europe,,1970,5188151
Europe,,1971,5052761
Europe,,1972,5061452
Europe,,1973,5999588
Europe,,1974,6520917
Europe,,1975,4215255
Europe,,1976,6782071
Europe,,1977,5661933
Europe,,1978,6585678
Europe,,1979,3804349
Europe,,1980,5811225
Europe,,1981,4231677
Europe,,1982,6344136
Europe,,1983,7640304
Europe,,1984,8197278
Europe,,1985,9272391
Europe,,1986,8402094
Europe,,1987,11255712
Europe,,1988,11448698
Europe,,1989,12011381
Europe,,1990,13181271
Europe,,1991,9177285
Europe,,1992,10549742
Europe,,1993,10892305
Europe,,1994,10023037
Europe,,1995,6949277.5
Europe,,1996,6633456.5
Europe,,1997,7409867.5
Europe,,1998,6957853.5
Europe,,1999,5772725.5
Europe,,2000,4804923
Europe,,2001,5332548
Europe,,2002,5139886
Europe,,2003,4550752
Europe,,2004,5282514.5
Europe,,2005,4384770
Europe,,2006,4030006.2
Europe,,2007,2655893.8
Europe,,2008,2953796.8
Europe,,2009,3321407.2
Europe,,2010,3810525.8
Europe,,2011,4082866.5
Europe,,2012,3328711.8
Europe,,2013,2991678.8
Europe,,2014,3395621
Europe,,2015,4307558
Europe,,2016,5414360
Europe,,2017,7348720
Europe,,2018,5200293.5
Europe,,2019,5246835
Europe,,2020,5493548
Europe,,2021,5901931
Europe (FAO),,1961,2598297
Europe (FAO),,1962,5505707
Europe (FAO),,1963,6616390
Europe (FAO),,1964,8353161
Europe (FAO),,1965,4991345
Europe (FAO),,1966,5100075
Europe (FAO),,1967,4601976
Europe (FAO),,1968,4914589
Europe (FAO),,1969,5421844
Europe (FAO),,1970,5201413
Europe (FAO),,1971,5064441
Europe (FAO),,1972,5068165
Europe (FAO),,1973,6004183
Europe (FAO),,1974,6527779
Europe (FAO),,1975,4224507
Europe (FAO),,1976,6786856
Europe (FAO),,1977,5665752
Europe (FAO),,1978,6589051
Europe (FAO),,1979,3807830
Europe (FAO),,1980,5813391
Europe (FAO),,1981,4234286
Europe (FAO),,1982,6347795
Europe (FAO),,1983,7642878
Europe (FAO),,1984,8199159
Europe (FAO),,1985,9274616
Europe (FAO),,1986,8409611
Europe (FAO),,1987,11269209
Europe (FAO),,1988,11459131
Europe (FAO),,1989,12019376
Europe (FAO),,1990,13192740
Europe (FAO),,1991,9194906
Europe (FAO),,1992,10563710
Europe (FAO),,1993,10915923
Europe (FAO),,1994,10037993
Europe (FAO),,1995,6958403.5
Europe (FAO),,1996,6642536.5
Europe (FAO),,1997,7421500.5
Europe (FAO),,1998,6968316.5
Europe (FAO),,1999,5782428.5
Europe (FAO),,2000,4804923
Europe (FAO),,2001,5332548
Europe (FAO),,2002,5139886
Europe (FAO),,2003,4550752
Europe (FAO),,2004,5282514.5
Europe (FAO),,2005,4384770
Europe (FAO),,2006,4030006.2
Europe (FAO),,2007,2655893.8
Europe (FAO),,2008,2953796.8
Europe (FAO),,2009,3321407.2
Europe (FAO),,2010,3810525.8
Europe (FAO),,2011,4082866.5
Europe (FAO),,2012,3328711.8
Europe (FAO),,2013,2991678.8
Europe (FAO),,2014,3395621
Europe (FAO),,2015,4307558
Europe (FAO),,2016,5414360
Europe (FAO),,2017,7348720
Europe (FAO),,2018,5200213
Europe (FAO),,2019,5246775
Europe (FAO),,2020,5493487.5
Europe (FAO),,2021,5901881
European Union (27),,1961,483328
European Union (27),,1962,542029
European Union (27),,1963,549787
European Union (27),,1964,499421
European Union (27),,1965,595041
European Union (27),,1966,615369
European Union (27),,1967,662351
European Union (27),,1968,385411
European Union (27),,1969,458106
European Union (27),,1970,553302
European Union (27),,1971,519571
European Union (27),,1972,377851
European Union (27),,1973,314999
European Union (27),,1974,370464
European Union (27),,1975,373071
European Union (27),,1976,311873
European Union (27),,1977,299922
European Union (27),,1978,402951
European Union (27),,1979,429168
European Union (27),,1980,566661
European Union (27),,1981,579851
European Union (27),,1982,803116
European Union (27),,1983,960364
European Union (27),,1984,1414073
European Union (27),,1985,2010838
European Union (27),,1986,2292999
European Union (27),,1987,3285717
European Union (27),,1988,4094820
European Union (27),,1989,4191870
European Union (27),,1990,4976595
European Union (27),,1991,4372817
European Union (27),,1992,4330407.5
European Union (27),,1993,5050108
European Union (27),,1994,4706678.5
European Union (27),,1995,3888037.8
European Union (27),,1996,3852285.2
European Union (27),,1997,4594900.5
European Union (27),,1998,5054973.5
European Union (27),,1999,4122841.2
European Union (27),,2000,3008447
European Union (27),,2001,2897843.2
European Union (27),,2002,2796514.8
European Union (27),,2003,2688771.2
European Union (27),,2004,2994150.2
European Union (27),,2005,2339485.8
European Union (27),,2006,1968006.4
European Union (27),,2007,1321561.6
European Union (27),,2008,1062921.6
European Union (27),,2009,1234483.4
European Union (27),,2010,1908332.9
European Union (27),,2011,1490350.5
European Union (27),,2012,1167996.8
European Union (27),,2013,1177750.5
European Union (27),,2014,1306954
European Union (27),,2015,1948008.9
European Union (27),,2016,2184568
European Union (27),,2017,2675539.8
European Union (27),,2018,1901840
European Union (27),,2019,2016640
European Union (27),,2020,1994970
European Union (27),,2021,1841130
European Union (27) (FAO),,1961,506765
European Union (27) (FAO),,1962,563078
European Union (27) (FAO),,1963,570371
European Union (27) (FAO),,1964,524814
European Union (27) (FAO),,1965,614598
European Union (27) (FAO),,1966,631200
European Union (27) (FAO),,1967,680947
European Union (27) (FAO),,1968,400201
European Union (27) (FAO),,1969,472195
European Union (27) (FAO),,1970,566564
European Union (27) (FAO),,1971,531251
European Union (27) (FAO),,1972,384564
European Union (27) (FAO),,1973,319594
European Union (27) (FAO),,1974,377326
European Union (27) (FAO),,1975,382323
European Union (27) (FAO),,1976,316658
European Union (27) (FAO),,1977,303741
European Union (27) (FAO),,1978,406324
European Union (27) (FAO),,1979,432649
European Union (27) (FAO),,1980,568827
European Union (27) (FAO),,1981,582460
European Union (27) (FAO),,1982,806775
European Union (27) (FAO),,1983,962938
European Union (27) (FAO),,1984,1415954
European Union (27) (FAO),,1985,2013063
European Union (27) (FAO),,1986,2300516
European Union (27) (FAO),,1987,3299214
European Union (27) (FAO),,1988,4105253
European Union (27) (FAO),,1989,4199865
European Union (27) (FAO),,1990,4988064
European Union (27) (FAO),,1991,4390438
European Union (27) (FAO),,1992,4344375.5
European Union (27) (FAO),,1993,5073726
European Union (27) (FAO),,1994,4721634.5
European Union (27) (FAO),,1995,3897163.8
European Union (27) (FAO),,1996,3861365.2
European Union (27) (FAO),,1997,4606533.5
European Union (27) (FAO),,1998,5065436.5
European Union (27) (FAO),,1999,4132544.2
European Union (27) (FAO),,2000,3008447
European Union (27) (FAO),,2001,2897843.2
European Union (27) (FAO),,2002,2796514.8
European Union (27) (FAO),,2003,2688771.2
European Union (27) (FAO),,2004,2994150.2
European Union (27) (FAO),,2005,2339485.8
European Union (27) (FAO),,2006,1968006.4
European Union (27) (FAO),,2007,1321561.6
European Union (27) (FAO),,2008,1062921.8
European Union (27) (FAO),,2009,1234483.4
European Union (27) (FAO),,2010,1908332.9
European Union (27) (FAO),,2011,1490350.5
European Union (27) (FAO),,2012,1167996.8
European Union (27) (FAO),,2013,1177750.5
European Union (27) (FAO),,2014,1306954
European Union (27) (FAO),,2015,1948008.9
European Union (27) (FAO),,2016,2184568
European Union (27) (FAO),,2017,2675539.8
European Union (27) (FAO),,2018,1901840
European Union (27) (FAO),,2019,2016640
European Union (27) (FAO),,2020,1994970
European Union (27) (FAO),,2021,1841130
Finland,FIN,1961,4526
Finland,FIN,1962,3060
Finland,FIN,1963,2700
Finland,FIN,1964,3100
Finland,FIN,1965,4100
Finland,FIN,1966,3200
Finland,FIN,1967,3400
Finland,FIN,1968,3300
Finland,FIN,1969,2200
Finland,FIN,1970,2600
Finland,FIN,1971,2700
Finland,FIN,1972,6100
Finland,FIN,1973,6600
Finland,FIN,1974,12800
Finland,FIN,1975,10500
Finland,FIN,1976,14500
Finland,FIN,1977,6600
Finland,FIN,1978,12500
Finland,FIN,1979,17900
Finland,FIN,1980,11100
Finland,FIN,1981,9900
Finland,FIN,1982,18200
Finland,FIN,1983,30100
Finland,FIN,1984,12000
Finland,FIN,1985,13600
Finland,FIN,1986,5300
Finland,FIN,1987,3700
Finland,FIN,1988,4400
Finland,FIN,1989,5900
Finland,FIN,1990,9100
Finland,FIN,1991,28300
Finland,FIN,1992,29100
Finland,FIN,1993,30000
Finland,FIN,1994,13900
Finland,FIN,1995,10900
Finland,FIN,1996,13300
Finland,FIN,1997,13100
Finland,FIN,1998,4200
Finland,FIN,1999,7200
Finland,FIN,2000,11700
Finland,FIN,2001,11500
Finland,FIN,2002,11100
Finland,FIN,2003,10200
Finland,FIN,2004,5600
Finland,FIN,2005,8100
Finland,FIN,2006,8800
Finland,FIN,2007,10700
Finland,FIN,2008,7200
Finland,FIN,2009,11200
Finland,FIN,2010,12000
Finland,FIN,2011,12000
Finland,FIN,2012,9400
Finland,FIN,2013,10500
Finland,FIN,2014,14200
Finland,FIN,2015,25300
Finland,FIN,2016,25100
Finland,FIN,2017,9100
Finland,FIN,2018,20150
Finland,FIN,2019,34200
Finland,FIN,2020,54410
Finland,FIN,2021,42680
France,FRA,1961,22610
France,FRA,1962,22300
France,FRA,1963,16730
France,FRA,1964,14640
France,FRA,1965,14570
France,FRA,1966,12920
France,FRA,1967,16010
France,FRA,1968,13910
France,FRA,1969,14530
France,FRA,1970,47790
France,FRA,1971,52810
France,FRA,1972,27080
France,FRA,1973,22020
France,FRA,1974,25210
France,FRA,1975,72820
France,FRA,1976,30530
France,FRA,1977,54990
France,FRA,1978,78600
France,FRA,1979,160000
France,FRA,1980,249000
France,FRA,1981,262000
France,FRA,1982,445000
France,FRA,1983,540000
France,FRA,1984,651000
France,FRA,1985,961000
France,FRA,1986,1175000
France,FRA,1987,1895000
France,FRA,1988,2633000
France,FRA,1989,2756667
France,FRA,1990,3607869
France,FRA,1991,3207247
France,FRA,1992,3318000
France,FRA,1993,3664000
France,FRA,1994,3378000
France,FRA,1995,2701000
France,FRA,1996,2562000
France,FRA,1997,3052000
France,FRA,1998,3224728
France,FRA,1999,2617250
France,FRA,2000,1936500
France,FRA,2001,1660000
France,FRA,2002,1662611
France,FRA,2003,1616661
France,FRA,2004,1680782
France,FRA,2005,1331286
France,FRA,2006,1016190
France,FRA,2007,594095
France,FRA,2008,450618.1
France,FRA,2009,546800
France,FRA,2010,1073331
France,FRA,2011,670079
France,FRA,2012,561521.7
France,FRA,2013,498723
France,FRA,2014,538587
France,FRA,2015,672908.7
France,FRA,2016,561618
France,FRA,2017,791664
France,FRA,2018,590220
France,FRA,2019,709380
France,FRA,2020,628680
France,FRA,2021,552160
Georgia,GEO,1992,0
Georgia,GEO,1993,0
Georgia,GEO,1994,0
Georgia,GEO,1995,0
Georgia,GEO,1996,0
Georgia,GEO,1997,0
Georgia,GEO,1998,4
Georgia,GEO,1999,44
Georgia,GEO,2000,54
Georgia,GEO,2001,90.4
Georgia,GEO,2002,74
Georgia,GEO,2003,69
Georgia,GEO,2004,86
Georgia,GEO,2005,90
Georgia,GEO,2006,200
Georgia,GEO,2007,80
Georgia,GEO,2008,100
Georgia,GEO,2009,100
Georgia,GEO,2010,100
Georgia,GEO,2011,100
Georgia,GEO,2012,100
Georgia,GEO,2013,177.07
Georgia,GEO,2014,97.13
Georgia,GEO,2015,39.37
Georgia,GEO,2016,104.52
Georgia,GEO,2017,80.34
Georgia,GEO,2018,74.74
Georgia,GEO,2019,86.54
Georgia,GEO,2020,80.54
Georgia,GEO,2021,80.61
Germany,DEU,1961,56373
Germany,DEU,1962,73538
Germany,DEU,1963,55987
Germany,DEU,1964,65389
Germany,DEU,1965,74644
Germany,DEU,1966,54747
Germany,DEU,1967,58009
Germany,DEU,1968,41709
Germany,DEU,1969,40517
Germany,DEU,1970,38951
Germany,DEU,1971,51965
Germany,DEU,1972,35906
Germany,DEU,1973,38514
